case_id,case_text_value_type,case_text,case_source,case_type,case_transaction_type,case_status,case_priority_level,date_time_created,date_time_closed,customer_tier
C01179,Single message,What is the minimum deposit to open a BPI Pamana Savings account?,Branch,Deposits,Inquiry,Closed,Low,2026-12-10 09:15:00+08:00,2026-12-10 09:45:00+08:00,Mid
C01180,Single message,Can I withdraw money from my BPI credit card at an ATM?,Phone,Credit Cards,Inquiry,New,Low,2026-12-11 16:00:00+08:00,,Mid
C01181,Single message,"Hi, I'd like to inquire about your BPI Family Housing Loan interest rates. Thanks!",Email,Loans,Inquiry,New,Medium,2027-01-04 10:00:00+08:00,,Mid
C01182,User-chatbot conversation,"['User: I am having trouble enrolling my BPI credit card to the BPI mobile app.', 'Chatbot: Can you please confirm your credit card number and your date of birth?', 'User: 1234-5678-9012-3456, 01/01/1990', 'Chatbot: Thank you. Have you already created an online banking account?', 'User: Yes, I have.', 'Chatbot: Please make sure you are using the same username and password you use for your online banking account. If the problem persists, please call our hotline.']",Phone,Credit Cards,Complaint,Assigned,High,2027-01-05 15:30:00+08:00,,High
C01183,Multiple messages,"['Hi, nag apply ako for a personal equity loan online. ', 'Kailan ko po malalaman kung approved na?', 'Thank you.']",Facebook,Loans,Inquiry,New,Medium,2027-01-06 09:45:00+08:00,,Mid
C01184,Single message,How much is the minimum maintaining balance for a regular savings account?,Branch,Deposits,Inquiry,Closed,Low,2027-01-07 11:00:00+08:00,2027-01-07 11:30:00+08:00,Mid
C01185,Single message,Is it possible to get a refund for my annual credit card fee?,Phone,Credit Cards,Inquiry,New,Medium,2027-01-08 15:00:00+08:00,,Mid
C01186,Single message,I want to report a fraudulent transaction on my savings account. I didn't authorize this withdrawal.,Email,Deposits,Complaint,New,High,2027-02-01 08:00:00+08:00,,Mid
C01187,User-chatbot conversation,"[""User: I am having trouble with my BPI credit card's online access."", 'Chatbot: What issue are you experiencing with your online access?', 'User: I forgot my password.', ""Chatbot: You can reset your password using the 'Forgot Password' link on the login page. A verification code will be sent to your registered mobile number or email address."", 'User: Okay, thanks', 'Chatbot: Is there anything else we can assist you with?']",Phone,Credit Cards,Request,Assigned,High,2027-02-02 15:15:00+08:00,,Mid
C01188,Multiple messages,"['Hi, I want to apply for a BPI Personal Loan. Where can I find the application form?', 'Do you have an online form that I can download?', 'Thanks.']",Facebook,Loans,Inquiry,New,Medium,2027-02-03 10:30:00+08:00,,Mid
C01189,Single message,Can I pay my utilities bills using my BPI savings account through online banking?,Branch,Deposits,Inquiry,Closed,Low,2027-02-04 09:00:00+08:00,2027-02-04 09:30:00+08:00,Mid
C01190,Single message,I want to request for a credit card limit increase. What are the requirements?,Phone,Credit Cards,Request,New,Medium,2027-02-05 15:45:00+08:00,,Mid
C01191,Single message,I want to know if I'm eligible for a BPI Housing Loan. Ano ang requirements?,Email,Loans,Inquiry,New,Medium,2027-03-01 10:00:00+08:00,,Mid
C01192,User-chatbot conversation,"['User: I want to report a lost ATM card.', 'Chatbot: What is your full name and date of birth?', 'User: Maria Santos, 02/14/1985', 'Chatbot: Thank you, Ms. Santos. Your ATM card has been blocked. Do you want to request a replacement?', 'User: Yes, please.', 'Chatbot: A new ATM card will be mailed to your registered address within 7-10 business days.']",Phone,Deposits,Request,Assigned,High,2027-03-02 15:15:00+08:00,,High
C01193,Multiple messages,"['Hi, I made a payment sa credit card ko via online banking.', 'How long bago mag reflect?', 'Thanks!']",Facebook,Credit Cards,Inquiry,New,Medium,2027-03-03 09:30:00+08:00,,Mid
C01194,Single message,I want to withdraw money from my savings account but I forgot my ATM card. Pwede ba?,Branch,Deposits,Inquiry,Closed,Low,2027-03-04 11:00:00+08:00,2027-03-04 11:30:00+08:00,Low
C01195,Single message,How do I activate my new BPI credit card for online transactions?,Phone,Credit Cards,Inquiry,New,Medium,2027-03-05 15:45:00+08:00,,Mid
C01196,Single message,"Hello, I'd like to inquire about opening a BPI checking account. Anong requirements?",Email,Deposits,Inquiry,New,Medium,2027-04-05 09:15:00+08:00,,Mid
C01197,User-chatbot conversation,"[""User: I'm having difficulty paying my BPI credit card bill through the app."", 'Chatbot: What error message are you seeing?', 'User: The transaction keeps getting declined.', 'Chatbot: Please ensure you have enough balance in the source account. Also, check if your card is enabled for online transactions.', 'User: How do I enable it for online transactions?', ""Chatbot: You can enable it in the 'Manage Card' section of the BPI Mobile App.""]",Phone,Credit Cards,Complaint,Assigned,High,2027-04-06 15:30:00+08:00,,Mid
C01198,Multiple messages,"['Hi, I am planning to apply for a BPI auto loan. Do you have any promos currently running?', 'Thanks.']",Facebook,Loans,Inquiry,New,Medium,2027-04-07 10:00:00+08:00,,Mid
C01199,Single message,I need to request a bank certificate for my deposit account. Ano po yung kailangan?,Branch,Deposits,Request,Closed,Low,2027-04-08 09:45:00+08:00,2027-04-08 10:15:00+08:00,Mid
C01200,Single message,I want to dispute a charge on my credit card statement.,Phone,Credit Cards,Complaint,New,High,2027-04-09 15:00:00+08:00,,Mid
C01201,Single message,Bakit po hindi ko ma-access yung bagong BPI savings account ko sa BPI mobile app?,Email,Deposits,Complaint,New,High,2027-05-03 08:00:00+08:00,,Low
C01202,User-chatbot conversation,"[""User: I'd like to apply for a BPI credit card, but I'm not sure which one is right for me."", 'Chatbot: What are you planning to use the credit card for?', 'User: Mostly for shopping and dining.', 'Chatbot: The BPI Amore Cashback card might be a good option for you as it offers cashback on purchases.', ""User: Thank you, I'll check it out.""]",Phone,Credit Cards,Inquiry,Assigned,Medium,2027-05-04 15:15:00+08:00,,Mid
C01203,Multiple messages,"['Hi, may I know the status of my BPI car loan application?', 'My reference number is 1234567890.', 'Thank you so much!']",Facebook,Loans,Inquiry,New,Medium,2027-05-05 10:30:00+08:00,,Mid
C01204,Single message,How do I request a new ATM card if mine was stolen?,Branch,Deposits,Request,Closed,High,2027-05-06 09:00:00+08:00,2027-05-06 09:45:00+08:00,Low
C01205,Single message,Can I use my BPI credit card to pay for hospital bills via installment?,Phone,Credit Cards,Inquiry,New,Low,2027-05-07 15:00:00+08:00,,Mid
C01206,Single message,"Hello, I'd like to inquire about BPI's latest promo offers for their credit cards.",Email,Credit Cards,Inquiry,New,Medium,2027-06-07 09:30:00+08:00,,Mid
C01207,User-chatbot conversation,"[""User: I can't log into my BPI Online Banking account."", 'Chatbot: What error message are you receiving?', 'User: Invalid username or password', ""Chatbot: Have you tried resetting your password using the 'Forgot Password' link?"", ""User: Yes, but I haven't received the reset email."", ""Chatbot: Please check your spam or junk mail folder. If you still haven't received it, please call our hotline so we can assist you further.""]",Phone,Deposits,Complaint,Assigned,High,2027-06-08 15:00:00+08:00,,High
C01208,Multiple messages,"['Hi po, planning to get a personal loan from BPI.', 'How much po yung monthly interest?', 'Thanks!']",Facebook,Loans,Inquiry,New,Medium,2027-06-09 10:45:00+08:00,,Mid
C01209,Single message,"I want to deposit a check, but I don't have my passbook. Pwede ba yon?",Branch,Deposits,Request,Closed,Low,2027-06-10 09:30:00+08:00,2027-06-10 10:00:00+08:00,Mid
C01210,Single message,How do I apply for a balance transfer to my BPI Credit Card?,Phone,Credit Cards,Inquiry,New,Medium,2027-06-11 15:00:00+08:00,,Mid
C01211,Single message,"Hello, I want to inquire about the requirements to open a BPI savings account as a foreigner.",Email,Deposits,Inquiry,New,Medium,2027-07-05 09:45:00+08:00,,Mid
C01212,User-chatbot conversation,"['User: I am having problems using my credit card to purchase online.', 'Chatbot: Can you tell me what error message you are receiving, if any?', 'User: It just says transaction declined.', 'Chatbot: Have you enabled your credit card for online use? You can do this via our mobile app.', 'User: I will check that now.', 'Chatbot: Is there anything else I can help you with today?']",Phone,Credit Cards,Complaint,Assigned,High,2027-07-06 15:00:00+08:00,,High
C01213,Multiple messages,"['Hi, I am interested in applying for a BPI personal loan. ', 'I am employed, but I have some existing loans with other banks.', 'Am I still eligible?']",Facebook,Loans,Inquiry,New,Medium,2027-07-07 11:15:00+08:00,,Mid
C01214,Single message,Can I deposit a check using the BPI mobile app?,Branch,Deposits,Inquiry,Closed,Low,2027-07-08 09:30:00+08:00,2027-07-08 10:00:00+08:00,Mid
C01215,Single message,I want to request a credit card statement for the past three months.,Phone,Credit Cards,Request,New,Medium,2027-07-09 15:45:00+08:00,,Mid
C01216,Single message,I want to know the requirements for opening a time deposit account with BPI.,Email,Deposits,Inquiry,New,Medium,2027-08-02 09:00:00+08:00,,Mid
C01217,User-chatbot conversation,"['User: I received a text message saying my credit card was used for an unauthorized purchase.', 'Chatbot: We take this very seriously. Can you please provide your full name and credit card number?', 'User: Maria Dela Cruz, 1234-5678-9012-3456', 'Chatbot: Thank you, Ms. Dela Cruz. We have temporarily blocked your credit card to prevent further unauthorized transactions and are investigating this matter further. Please expect a call from our fraud department within 24 hours.', 'User: Okay, thank you for your help.']",Phone,Credit Cards,Complaint,Assigned,High,2027-08-03 15:15:00+08:00,,High
C01218,Multiple messages,"['I want to inquire about applying for a BPI auto loan. I am planning to buy a second-hand car.', 'Is this possible?', 'Thank you!']",Facebook,Loans,Inquiry,New,Medium,2027-08-04 11:30:00+08:00,,Mid
C01219,Single message,Paano ako makakakuha ng statement of account sa BPI for my loan?,Branch,Loans,Request,Closed,Low,2027-08-05 09:00:00+08:00,2027-08-05 09:45:00+08:00,Mid
C01220,Single message,Can I use my BPI debit card to pay for online purchases internationally?,Phone,Deposits,Inquiry,New,Low,2027-08-06 15:45:00+08:00,,Mid
C01221,Single message,"Hi, I'd like to inquire about opening a BPI Corporate Savings Account online. What are the steps?",Email,Deposits,Inquiry,New,Medium,2027-09-06 09:15:00+08:00,,Mid
C01222,User-chatbot conversation,"[""User: My BPI credit card was used to make a purchase I didn't make. I don't recognize the merchant."", 'Chatbot: Can you provide the date and amount of the transaction, as well as your full name and credit card number?', 'User: Maria Santos, 1234-5678-9012-3456, September 1, 2027, P10,000', 'Chatbot: Thank you. We have temporarily blocked your card to prevent further unauthorized transactions and have initiated an investigation. Our fraud department will contact you within 3-5 business days.', 'User: Okay, thank you.']",Phone,Credit Cards,Complaint,Assigned,High,2027-09-07 15:30:00+08:00,,High
C01223,Multiple messages,"[""Hi, I'm interested in your BPI auto loan. Do I need to have a BPI account to apply?"", 'What are the interest rates?', 'Thanks!']",Facebook,Loans,Inquiry,New,Medium,2027-09-08 11:00:00+08:00,,Mid
C01224,Single message,Pano mag-request ng passbook replacement sa BPI branch?,Branch,Deposits,Request,Closed,Low,2027-09-09 09:15:00+08:00,2027-09-09 09:45:00+08:00,Mid
C01225,Single message,How can I convert my credit card purchases to installment?,Phone,Credit Cards,Inquiry,New,Medium,2027-09-10 15:30:00+08:00,,Mid
C01226,Single message,"Good day, BPI! I'm an OFW and I want to inquire about how to open a savings account remotely.",Email,Deposits,Inquiry,New,Medium,2027-10-04 09:45:00+08:00,,Mid
C01227,User-chatbot conversation,"[""User: I can't seem to access my BPI credit card's online account."", 'Chatbot: Are you receiving any error messages?', ""User: Yes, it says 'Account Locked'."", 'Chatbot: For security reasons, your account has been locked. Please contact our hotline to unlock it.', ""User: What's the number?"", 'Chatbot: You can reach us at +632 889-10000.']",Phone,Credit Cards,Complaint,Assigned,High,2027-10-05 15:00:00+08:00,,High
C01228,Multiple messages,"['Hello, I would like to inquire about the BPI Personal Equity Loan.', 'What is the minimum and maximum loan amount?', 'Thanks!']",Facebook,Loans,Inquiry,New,Medium,2027-10-06 11:15:00+08:00,,Mid
C01229,Single message,Pano kumuha ng SOA sa credit card?,Branch,Credit Cards,Request,Closed,Low,2027-10-07 09:30:00+08:00,2027-10-07 10:00:00+08:00,Mid
C01230,Single message,Can I use my BPI credit card to pay for purchases in another currency?,Phone,Credit Cards,Inquiry,New,Low,2027-10-08 15:45:00+08:00,,Mid
C01231,Single message,"Hello, I'd like to inquire about opening a BPI Invest Plus Vision account online. What are the initial requirements?",Email,Deposits,Inquiry,New,Medium,2027-11-01 10:00:00+08:00,,Mid
C01232,User-chatbot conversation,"['User: I accidentally locked my BPI credit card.', 'Chatbot: What led to your card being locked?', 'User: I entered the wrong PIN multiple times.', 'Chatbot: We can help unlock your card. Please confirm your full name and date of birth.', 'User: Maria Santos, 01/01/1990', 'Chatbot: Thank you. I have unlocked your card. Please try again in 15 minutes.']",Phone,Credit Cards,Request,Assigned,High,2027-11-02 15:15:00+08:00,,High
C01233,Multiple messages,"['Hello, good day! May I know the current interest rates for a BPI home loan?', 'We are planning to buy a house in Quezon City.', 'Thank you!']",Facebook,Loans,Inquiry,New,Medium,2027-11-03 09:30:00+08:00,,Mid
C01234,Single message,Pano po mag-withdraw ng pera sa BPI account without ATM card?,Branch,Deposits,Request,Closed,High,2027-11-04 11:00:00+08:00,2027-11-04 11:30:00+08:00,Low
C01235,Single message,"How do I activate my new BPI credit card for online transactions? I tried via the app, but it's not working.",Phone,Credit Cards,Request,New,Medium,2027-11-05 15:45:00+08:00,,Mid
